"id","setting","identified","screen","latent","incidents","p_screen","p_ltbi","id_per_inc","screen_per_inc","latent_per_inc","screen_per_inc2","latent_per_inc2","total_cost","cost_per_id","cost_per_screen","cost_per_ltbi"
"Bootstrap034","factory/workplace",165.5,141,5.5,6.5,0.81,0.06,30.44,27.06,1.35,24.66,1.48,17385.1586095661,105.046275586502,123.298997230965,3160.93792901202
"Bootstrap034","hospital/clinic/care centre",33.5,30,1,2.5,0.81,0.02,15.75,15,0.42,12.76,0.26,5007.86237194894,149.488429013401,166.928745731631,5007.86237194894
"Bootstrap034","other",184,176,8,2,0.76,0.05,57,20.93,1,43.32,2.17,7566.93911336294,41.1246690943638,42.9939722350167,945.867389170367
"Bootstrap035","commercial",26,24,2,3,0.92,0.08,13,12,1,11.96,0.96,6009.71482908151,231.142878041596,250.404784545063,3004.85741454075
"Bootstrap035","education",427.5,353.5,5.5,4.5,0.83,0.02,46.01,37.48,0.78,38.19,0.76,15408.0600539401,36.0422457402107,43.587157154003,2801.46546435274
"Bootstrap035","factory/workplace",160,142.5,12.5,7.5,0.86,0.1,21.36,18.7,1.92,18.37,1.84,17853.9206756942,111.587004223089,125.290671408381,1428.31365405554
"Bootstrap035","hospital/clinic/care centre",13,12,0,2,0.92,0,12,11,0,11.04,0,3792.21127174634,291.708559365103,316.017605978862,Inf
"Bootstrap035","other",33,12,0.5,1,0.84,0.03,8.5,8.5,0.5,7.14,0.21,1718.92987840217,52.0887841940051,143.244156533514,3437.85975680434
"Bootstrap036","commercial",18,12,1,4,0.85,0.08,13,11,0.83,11.05,0.88,7823.70167800342,434.650093222412,651.975139833618,7823.70167800342
"Bootstrap036","education",383,306.5,3.5,9,0.81,0.01,45.19,38.45,0.44,36.6,0.37,29906.5562558994,78.0850032791108,97.574408665251,8544.73035882841
"Bootstrap036","factory/workplace",127,103,7,4,0.81,0.06,32.5,25.33,1.81,26.33,1.58,11554.9848633117,90.9841327819821,112.184319061279,1650.71212333025
"Bootstrap036","hospital/clinic/care centre",50,28,1,2,0.87,0.04,20,20,0.33,17.4,0.7,4516.98263206794,90.3396526413588,161.320808288141,4516.98263206794
"Bootstrap036","other",73,30,2,2,0.93,0.07,37,15,2,34.41,2.41,6658.55879015374,91.2131341116951,221.951959671791,3329.27939507687
"Bootstrap037","commercial",13,12,1,2,0.92,0.03,13,11,0.5,11.96,0.36,3929.399771521,302.261520886231,327.449980960084,3929.399771521
"Bootstrap037","education",386.5,294,7,7.5,0.78,0.03,38.43,32.31,0.93,29.98,0.9,22732.7418514667,58.816925877016,77.322251195465,3247.53455020953
"Bootstrap037","factory/workplace",83.5,79,10.5,5,0.87,0.08,13.53,11.7,1.45,11.77,0.94,9973.24848467033,119.440101612818,126.243651704688,949.833189016222
"Bootstrap037","hospital/clinic/care centre",26,21,1.5,2,0.9,0.06,11.25,9.5,0.5,10.12,0.61,3781.04691278673,145.424881261028,180.049852989844,2520.69794185782
"Bootstrap037","other",57,52,2,4,0.91,0.07,57,15,2,51.87,3.63,17094.0013202845,299.894760004991,328.730794620856,8547.00066014225
"Bootstrap038","commercial",22,17.5,1.5,3,0.88,0.06,12,10.08,0.5,10.56,0.63,5742.9753183582,261.044332652645,328.170018191897,3828.6502122388
"Bootstrap038","education",620,551.5,14,6.5,0.84,0.03,38.58,33.6,1.15,32.41,0.97,20465.7242413411,33.0092326473244,37.1092008002559,1461.83744581008
"Bootstrap038","factory/workplace",95,91.5,2,5.5,0.87,0.05,32.05,28.33,1.17,27.88,1.39,16209.0659867128,170.621747228556,177.148262149867,8104.53299335641
"Bootstrap038","hospital/clinic/care centre",24.5,24.5,0,2.5,0.78,0,9.67,8.17,0,7.54,0,4318.23666955733,176.254557941116,176.254557941116,Inf
"Bootstrap038","other",49,49,3,2,0.96,0.04,37,17.57,2,35.52,1.42,6634.26911063618,135.39324715584,135.39324715584,2211.42303687873
"Bootstrap039","commercial",16,16,0,2,0.85,0,11.33,9.5,0,9.63,0,3657.72026572405,228.607516607753,228.607516607753,Inf
"Bootstrap039","education",1127,904,10.5,9,0.81,0.01,72.24,58.75,0.74,58.51,0.59,39862.382499494,35.3703482692937,44.0955558622721,3796.41738090419
"Bootstrap039","factory/workplace",87,80.5,9.5,5.5,0.89,0.1,23.5,21.5,2.58,20.91,2.09,13861.9875360967,159.333190070078,172.198602932879,1459.15658274703
"Bootstrap039","hospital/clinic/care centre",35,28.5,1,3,0.9,0.02,9.75,8.5,0.25,8.78,0.18,5389.65381948804,153.99010912823,189.110660332914,5389.65381948804
"Bootstrap039","other",55,51,2,2,0.87,0.05,23,20,1,20.01,1,4814.44466590457,87.5353575619013,94.4008758020505,2407.22233295229
"Bootstrap040","commercial",39,33,0,3,0.92,0,13,11,0,11.96,0,5824.73055420151,149.352065492346,176.506986490955,Inf
"Bootstrap040","education",272,232,3.5,6.5,0.81,0.02,44.11,38.38,0.67,35.73,0.71,21459.1552983632,78.8939533028058,92.4963590446689,6131.18722810377
"Bootstrap040","factory/workplace",144,113.5,7.5,7,0.8,0.05,20.04,18.02,1.83,16.03,0.8,15410.74066487,107.019032394931,135.777450791806,2054.76542198267
"Bootstrap040","hospital/clinic/care centre",44,39,1.5,2.5,0.89,0.02,11,9.75,0.46,9.79,0.2,4620.46633906437,105.010598615099,118.473495873445,3080.31089270958
"Bootstrap040","other",37,16,2,1,0.92,0.04,8.43,8,1.6,7.76,0.31,1753.88881844953,47.4024004986359,109.618051153096,876.944409224765
"Bootstrap041","commercial",20,16,1,3,0.92,0.08,13,10.75,1,11.96,0.96,6009.71482908151,300.485741454075,375.607176817594,6009.71482908151
"Bootstrap041","education",493,360.5,8,8,0.84,0.02,55.36,43.32,1.72,46.5,0.93,30772.4442819302,62.4187510789659,85.3604557057702,3846.55553524127
"Bootstrap041","factory/workplace",143.5,123.5,3,6,0.84,0.04,30.61,27.39,1,25.71,1.03,16915.9806333622,117.881398141897,136.971503104147,5638.66021112072
"Bootstrap041","hospital/clinic/care centre",47,35,0.5,2.5,0.84,0.01,14.5,14,0.17,12.18,0.12,4909.32643273097,104.453753887893,140.266469506599,9818.65286546194
"Bootstrap041","other",73.5,49,1.5,1.5,0.84,0.06,33,11.65,1.5,27.72,1.66,4439.5823856696,60.4024814376817,90.6037221565225,2959.7215904464
"Bootstrap042","commercial",137,104,10,4,0.92,0.09,19.57,14.86,1.43,18,1.62,9376.68988734455,68.4429918784273,90.1604796860052,937.668988734455
"Bootstrap042","education",508,382.5,5.5,6.5,0.82,0.03,47.8,38.75,0.96,39.2,1.18,22768.6607218729,44.8201982714033,59.5259103839814,4139.75649488598
"Bootstrap042","factory/workplace",108,97,2.5,4.5,0.82,0.05,25.1,20.58,0.45,20.58,1.03,10986.8230548877,101.729843100812,113.266217060698,4394.72922195507
"Bootstrap042","hospital/clinic/care centre",26,22,0,2,0.87,0,12,11,0,10.44,0,3736.59667203691,143.715256616804,169.845303274405,Inf
"Bootstrap042","other",111,98,7,3,0.69,0.04,49,25.3,1,33.81,1.35,9802.16362249028,88.3077803827953,100.022077780513,1400.30908892718
"Bootstrap043","commercial",13,12,1,3,0.92,0.08,13,11.3,1,11.96,0.96,6009.71482908151,462.285756083193,500.809569090125,6009.71482908151
"Bootstrap043","education",775,516,17,11,0.83,0.03,70.45,46.91,1,58.47,1.75,49464.0920337507,63.824634882259,95.8606434762611,2909.65247257357
"Bootstrap043","factory/workplace",132,120,14.5,5,0.84,0.1,22.66,19.38,2.33,19.03,1.9,12093.2399406728,91.6154540960058,100.776999505606,834.016547632605
"Bootstrap043","hospital/clinic/care centre",28,26,0,2,0.93,0,12,12,0,11.16,0,3803.33419168822,135.833363988865,146.282084295701,Inf
"Bootstrap043","other",57,49,2,1,0.97,0.04,32.71,15,1,31.73,1.27,3119.69541741787,54.7314985511907,63.6672534166912,1559.84770870893
"Bootstrap044","commercial",39.5,29,3.5,3,1,0.04,9.07,7.57,0.5,9.07,0.36,5458.87891008716,138.199466078156,188.237203796109,1559.67968859633
"Bootstrap044","education",618,523,9.5,7,0.81,0.02,44.18,36.07,0.82,35.79,0.72,23135.2091518693,37.4356135143516,44.2355815523313,2435.28517388098
"Bootstrap044","factory/workplace",57,47,5.5,3.5,0.78,0.11,16.25,13.38,1.5,12.68,1.39,7257.021178064,127.316161018667,154.404705916255,1319.45839601164
"Bootstrap044","hospital/clinic/care centre",23,19,1,2.5,0.84,0.06,13,11.5,0.33,10.92,0.66,4839.42440328083,210.409756664384,254.706547541096,4839.42440328083
"Bootstrap044","other",210,162,7,3.5,0.9,0.03,63.85,57.75,2.26,57.47,1.72,15504.1707526767,73.8293845365555,95.704757732572,2214.88153609667
"Bootstrap045","commercial",46,37.5,2,4.5,0.96,0.05,10.67,9.33,0.42,10.24,0.51,8496.08327218161,184.697462438731,226.562220591509,4248.0416360908
"Bootstrap045","education",595.5,464,6,9,0.85,0.03,83.85,63.95,1.5,71.27,2.14,46376.7746154645,77.8787147195038,99.9499452919494,7729.46243591076
"Bootstrap045","factory/workplace",107.5,87,5,5.5,0.82,0.05,21.62,19.62,0.93,17.73,0.89,12598.1855502758,117.192423723496,144.80673046294,2519.63711005516
"Bootstrap045","hospital/clinic/care centre",25,14,1,2,0.87,0.01,12.5,8.67,0.33,10.88,0.11,3794.34481079393,151.773792431757,271.024629342424,3794.34481079393
"Bootstrap045","other",104,100,2,2,0.96,0.04,34.67,33.33,2,33.28,1.33,6401.8763167455,61.5565030456298,64.018763167455,3200.93815837275
"Bootstrap046","commercial",26,20,0,3,0.85,0,11,8,0,9.35,0,5444.84515659687,209.417121407572,272.242257829843,Inf
"Bootstrap046","education",1290,1064,11,10,0.8,0.02,75.79,56,0.8,60.63,1.21,45772.8748707442,35.482848737011,43.0196192394212,4161.17044279492
"Bootstrap046","factory/workplace",103.5,77.5,5,4.5,0.83,0.06,23.12,20.83,0.83,19.19,1.15,10706.3713057089,103.443201021342,138.146726525276,2141.27426114177
"Bootstrap046","hospital/clinic/care centre",16,12,1,2,0.85,0.03,13,12,0.5,11.05,0.33,3841.19712290171,240.074820181357,320.099760241809,3841.19712290171
"Bootstrap046","other",161.5,134.5,7.5,6.5,0.84,0.03,49,39.25,1.79,41.16,1.23,23402.0775252138,144.904504800085,173.993141451403,3120.27700336184
"Bootstrap047","commercial",13,11,1,2,0.85,0.13,13,11,0.5,11.05,1.44,3983.78916812171,306.445320624747,362.162651647428,3983.78916812171
"Bootstrap047","education",794.5,665,13,7.5,0.8,0.02,86.53,67.54,1.47,69.22,1.38,37625.5858606539,47.3575655892434,56.5798283618856,2894.27583543492
"Bootstrap047","factory/workplace",74.5,68,3.5,5,0.87,0.11,14.56,13.75,1.5,12.67,1.39,10340.9139804437,138.8042145026,152.07226441829,2954.54685155535
"Bootstrap047","hospital/clinic/care centre",38,28,0.5,1,0.79,0.01,17.5,14.8,0.2,13.83,0.14,2049.98532796316,53.9469823148201,73.2137617129702,4099.97065592633
"Bootstrap047","other",141,60,4,2,0.79,0.07,23,15,1,18.17,1.27,4678.57777833567,33.1814026832317,77.9762963055945,1169.64444458392
"Bootstrap048","commercial",43,43,2,6,1,0.05,6.14,6.14,0.29,6.14,0.31,10033.9243450444,233.34707779173,233.34707779173,5016.96217252219
"Bootstrap048","education",594.5,489,8.5,7,0.81,0.02,79.38,62,1.25,64.3,1.29,33338.7996928603,56.0787210981671,68.177504484377,3922.2117285718
"Bootstrap048","factory/workplace",78,69.5,5.5,4.5,0.84,0.08,24.62,22.38,0.79,20.68,1.65,11180.7619976485,143.343102533955,160.87427334746,2032.86581775427
"Bootstrap048","hospital/clinic/care centre",34,29,1,3.5,0.87,0.02,13.75,12,0.29,11.96,0.24,6856.91028558578,201.673831928994,236.445182261579,6856.91028558578
"Bootstrap048","other",204,178.5,8,4.5,0.88,0.03,59.75,51,2.61,52.58,1.58,18821.360378979,92.261570485191,105.441794840218,2352.67004737237
"Bootstrap049","commercial",41,32,2,2.5,0.92,0.04,13.4,10.8,0.4,12.33,0.49,4978.32761900237,121.422624853716,155.572738093824,2489.16380950119
"Bootstrap049","education",650.5,580,10.5,8,0.84,0.02,71.07,58.4,0.97,59.7,1.19,36156.2249611129,55.5822059356078,62.3383188984705,3443.44999629647
"Bootstrap049","factory/workplace",98,78.5,4,5.5,0.8,0.06,27.32,20.13,1.33,21.86,1.31,13888.1220838513,141.71553146787,176.918752660526,3472.03052096281
"Bootstrap049","hospital/clinic/care centre",30,26,1,3,0.95,0.04,10,8.67,0.33,9.5,0.38,5530.42350637759,184.347450212586,212.708596399138,5530.42350637759
"Bootstrap049","other",245,196,6,3,0.87,0.04,21.13,17.67,2,18.38,0.74,6929.04247150286,28.2818060061341,35.3522575076677,1154.84041191714
"Bootstrap050","commercial",23,19,1,4.5,0.84,0.01,9.17,7.75,0.17,7.7,0.08,7822.94274895112,340.12794560657,411.733828892164,7822.94274895112
"Bootstrap050","education",487,365.5,5.5,9.5,0.8,0.02,53.82,42.12,0.68,43.06,0.86,34943.5412751664,71.7526514890479,95.6047640907424,6353.37114093934
"Bootstrap050","factory/workplace",130.5,115.5,18,6.5,0.85,0.08,25.67,21.79,2.46,21.82,1.75,16554.4972815091,126.85438529892,143.328980792287,919.694293417173
"Bootstrap050","hospital/clinic/care centre",14,12.5,0,1.5,1,0,11.25,9.5,0,11.25,0,2855.56976101461,203.969268643901,228.445580881169,Inf
"Bootstrap050","other",147,122,2,3,0.91,0.05,57,40.67,1,51.87,2.59,12620.1013590934,85.8510296536964,103.44345376306,6310.05067954668
"Bootstrap051","commercial",26,24,2,2,0.85,0.03,13,11,1,11.05,0.33,3841.19712290171,147.738350880835,160.049880120905,1920.59856145085
"Bootstrap051","education",403,332,6.5,6.5,0.8,0.02,56.64,43.23,0.72,45.31,0.91,24659.3520736521,61.1894592398316,74.2751568483498,3793.74647286956
"Bootstrap051","factory/workplace",149,129,4,8,0.77,0.07,18.62,16.12,0.67,14.34,1,17056.2660091183,114.471583953814,132.219116349754,4264.06650227958
"Bootstrap051","hospital/clinic/care centre",27,18,1,2,0.81,0.01,12.5,11.5,0.25,10.12,0.1,3722.61503814199,137.874631042296,206.811946563444,3722.61503814199
"Bootstrap051","other",104,90,6,2,0.73,0.04,50.5,21.36,1,36.87,1.47,6842.32563033524,65.7915925993773,76.0258403370582,1140.38760505587
"Bootstrap052","commercial",99.5,70.5,5.5,3,0.91,0.04,11.35,9.12,0.42,10.33,0.41,5663.07965015257,56.9153733683676,80.32737092415,1029.65084548229
"Bootstrap052","education",636,559,7,12,0.84,0.03,37.41,32.88,1,31.42,0.94,37169.3876362612,58.4424333903477,66.49264335646,5309.91251946588
"Bootstrap052","factory/workplace",110,102,8,4.5,0.81,0.06,24.92,22.69,1.78,20.19,1.21,10955.2185119651,99.5928955633188,107.404103058481,1369.40231399563
"Bootstrap052","hospital/clinic/care centre",30,26,1,3,0.87,0.02,10,8.67,0.33,8.7,0.17,5378.72899682874,179.290966560958,206.874192185721,5378.72899682874
"Bootstrap052","other",109,60,6.5,2,0.78,0.06,47.15,20.38,1.5,36.78,2.21,6910.06132033312,63.3950579847075,115.167688672219,1063.08635697433
"Bootstrap053","commercial",20,15,0,3,0.98,0,8,8,0,7.84,0,5209.39984094284,260.469992047142,347.293322729523,Inf
"Bootstrap053","education",692,580,12,6,0.84,0.04,92.37,73.41,2.25,77.59,3.1,33190.0807901663,47.9625444944599,57.2242772244246,2765.84006584719
"Bootstrap053","factory/workplace",95,84.5,4.5,5.5,0.83,0.06,20.23,17.18,0.76,16.79,1.01,12379.3105414781,130.308532015559,146.500716467197,2750.95789810625
"Bootstrap053","hospital/clinic/care centre",58,38,1,4,0.79,0.02,15.86,14,0.14,12.53,0.25,7968.61938583112,137.389989410881,209.700510153451,7968.61938583112
"Bootstrap053","other",137,109,6,2.5,0.81,0.06,74.5,52,2.5,60.35,3.62,11788.6289678364,86.0483866265434,108.152559337949,1964.77149463941
"Bootstrap054","commercial",26,20,2,3,0.92,0.05,8,8,0.67,7.36,0.37,5213.95834390153,200.536859380828,260.697917195076,2606.97917195076
"Bootstrap054","education",349.5,232.5,6.5,8,0.81,0.03,48.57,34.1,0.85,39.34,1.18,28092.3274734545,80.3786193804135,120.827214939589,4321.89653437762
"Bootstrap054","factory/workplace",82,73.5,8.5,6.5,0.85,0.08,12.63,11.26,1.27,10.74,0.86,12604.9648395345,153.719083408957,171.496120265775,1482.93703994523
"Bootstrap054","hospital/clinic/care centre",43,41,0.5,3,0.78,0,16.5,15.5,0.12,12.87,0,5981.00400391656,139.093116370153,145.878146436989,11962.0080078331
"Bootstrap054","other",77.5,57,2,1.5,0.85,0.05,42,15.5,1.38,35.7,1.79,5045.11329734255,65.0982360947425,88.5107596025008,2522.55664867127
"Bootstrap055","commercial",26,22,0,2,0.98,0,11,8.71,0,10.78,0,3762.44490037204,144.709419245079,171.020222744184,Inf
"Bootstrap055","education",899,756,15.5,8.5,0.82,0.03,90.22,72.38,1.43,73.98,2.22,45064.9446135193,50.1278583020237,59.6097150972477,2907.41578151737
"Bootstrap055","factory/workplace",118.5,97.5,3,4.5,0.89,0.06,18.38,15.49,0.94,16.36,0.98,10006.5894401278,84.4437927436948,102.631686565414,3335.52981337594
"Bootstrap055","hospital/clinic/care centre",17,11,0.5,2.5,0.89,0.04,7.83,5.83,0.17,6.97,0.28,4284.1223516519,252.007197155994,389.465668331991,8568.24470330381
"Bootstrap055","other",49,49,3,1,0.96,0.05,37,16,2,35.52,1.78,3340.25758967809,68.1685222383284,68.1685222383284,1113.41919655936
"Bootstrap056","commercial",62,48,2.5,5,0.94,0.1,14.5,11.75,0.75,13.63,1.36,10552.8877749064,170.2078673372,219.851828643883,4221.15510996255
"Bootstrap056","education",456,378.5,7.5,7,0.81,0.03,60.92,49.86,1.1,49.35,1.48,28208.0436790022,61.8597449100926,74.5258749775488,3761.07249053363
"Bootstrap056","factory/workplace",98,90,3,4,0.89,0.04,16.5,15.38,0.79,14.69,0.59,8463.65157981926,86.3637916308087,94.0405731091028,2821.21719327309
"Bootstrap056","hospital/clinic/care centre",48,40,2,3,0.83,0.02,15,9.33,0.4,12.45,0.25,5958.03156159619,124.125657533254,148.950789039905,2979.01578079809
"Bootstrap056","other",120.5,78.5,5,3,0.91,0.05,39,20.25,1.5,35.49,1.77,10031.6748890267,83.250414016819,127.792036802888,2006.33497780534
"Bootstrap057","commercial",19,16,1,3,0.92,0.08,8,8,0.33,7.36,0.59,5256.35057356153,276.650030187449,328.521910847595,5256.35057356153
"Bootstrap057","education",455,361,6,9,0.75,0.02,31.44,26.19,0.44,23.58,0.47,23062.9234012985,50.6877437391175,63.886214408029,3843.82056688308
"Bootstrap057","factory/workplace",147,130.5,10,5.5,0.89,0.07,25.71,22.81,1.24,22.88,1.6,14225.4788606706,96.7719650385757,109.007500848051,1422.54788606706
"Bootstrap057","hospital/clinic/care centre",25.5,21.5,1,2,0.82,0.05,15.5,14.83,0.67,12.71,0.64,4049.05396446831,158.78642997915,188.328091370619,4049.05396446831
"Bootstrap057","other",74,54,1,5,0.92,0.04,37,16,1,34.04,1.36,16223.4468830823,219.235768690302,300.434201538562,16223.4468830823
"Bootstrap058","commercial",26.5,20,2.5,2,0.88,0.1,13,11.5,0.75,11.44,1.14,3981.40026733283,150.241519521994,199.070013366642,1592.56010693313
"Bootstrap058","education",549.5,441,8.5,9,0.8,0.03,73.9,56.9,1.14,59.12,1.77,40841.2791416912,74.3244388383825,92.6106102986195,4804.85636961073
"Bootstrap058","factory/workplace",107.5,97.5,14,4.5,0.68,0.07,17.62,15.38,2.05,11.98,0.84,9042.96425310516,84.1205977033038,92.7483513138991,645.92601807894
"Bootstrap058","hospital/clinic/care centre",42,36,2,4,0.83,0.02,20,20,0.5,16.6,0.33,8790.59830143074,209.299959557875,244.183286150854,4395.29915071537
"Bootstrap058","other",148,112,7,3,0.76,0.06,63.75,34,2.38,48.45,2.91,12263.6334104774,82.8623879086312,109.496726879263,1751.9476300682
"Bootstrap059","commercial",26,22,2,3,0.85,0.08,13,11,0.67,11.05,0.88,5867.77625850256,225.683702250099,266.717102659207,2933.88812925128
"Bootstrap059","education",516,437,11.5,6.5,0.82,0.04,50.12,40.5,1.12,41.1,1.64,23575.804295084,45.6895432075271,53.9492089132356,2050.06993870295
"Bootstrap059","factory/workplace",107,96,3.5,6,0.87,0.05,21.4,19.2,0.5,18.62,0.93,14002.6354411122,130.865751786095,145.860785844919,4000.75298317491
"Bootstrap059","hospital/clinic/care centre",12,12,1,1,1,0.14,7,7,1,7,0.98,1757.64907608091,146.470756340076,146.470756340076,1757.64907608091
"Bootstrap059","other",55,51,2,2,0.87,0.05,23,20,1,20.01,1,4814.44466590457,87.5353575619013,94.4008758020505,2407.22233295229
"Bootstrap060","commercial",26,24,2,2,0.92,0.07,13,11.38,1,11.96,0.84,3991.061196481,153.502353710808,166.294216520042,1995.5305982405
"Bootstrap060","education",331.5,275,4.5,7,0.79,0.02,51.59,42.37,0.82,40.76,0.82,24939.496706903,75.2322675924676,90.6890789341928,5542.11037931178
"Bootstrap060","factory/workplace",43.5,31.5,11,4.5,0.73,0.08,10.12,8.38,1.52,7.39,0.59,7917.81271666561,182.018683141738,251.3591338624,719.80115606051
"Bootstrap060","hospital/clinic/care centre",48,36,1,2.5,0.89,0.01,13.67,11.07,0.14,12.17,0.12,4902.28858205555,102.131012126157,136.174682834877,4902.28858205555
"Bootstrap060","other",74,32,4,2,0.9,0.07,37,15,2,33.3,2.33,6545.3948765313,88.4512821152879,204.543589891603,1636.34871913283
"Bootstrap061","commercial",27.5,24.5,0,2,0.88,0,13,11.31,0,11.44,0,3834.95438305284,139.452886656467,156.528750328687,Inf
"Bootstrap061","education",275.5,209.5,7.5,8.5,0.76,0.03,26.93,21.45,0.65,20.47,0.61,20524.3243749149,74.4984550813609,97.9681354411214,2736.57658332199
"Bootstrap061","factory/workplace",84.5,77.5,4,5.5,0.86,0.05,13.59,11.45,0.93,11.69,0.58,10823.9396316614,128.093960138005,139.663737182728,2705.98490791536
"Bootstrap061","hospital/clinic/care centre",37.5,35,0.5,2.5,0.83,0.01,12.5,11.67,0.17,10.38,0.1,4683.3933725201,124.890489933869,133.81123921486,9366.78674504019
"Bootstrap061","other",114,30,2,2,0.77,0.04,12.19,9.38,1,9.39,0.38,3689.16309249046,32.3610797586882,122.972103083015,1844.58154624523
"Bootstrap062","commercial",13,11.5,0.5,1.5,0.96,0.01,12.5,10.17,0.42,12,0.12,2924.58250745365,224.967885188742,254.311522387273,5849.16501490729
"Bootstrap062","education",525.5,404.5,6.5,6.5,0.8,0.02,87.69,66.97,1.06,70.15,1.4,32918.7131122554,62.6426510223699,81.3812437880233,5064.41740188545
"Bootstrap062","factory/workplace",131,106.5,9.5,7,0.84,0.11,16.94,14.05,1.83,14.23,1.57,15111.5067570337,115.355013412471,141.892082225669,1590.68492179302
"Bootstrap062","hospital/clinic/care centre",24.5,19,1.5,2.5,0.82,0.01,12.25,9.5,0.25,10.04,0.1,4642.22885038211,189.478728587025,244.327834230637,3094.81923358807
"Bootstrap062","other",91.5,46.5,4,5.5,0.93,0.06,31,11.5,1.5,28.83,1.73,16554.9699108607,180.928632905582,356.020858298081,4138.74247771519
"Bootstrap063","commercial",16,16,1,3,0.85,0.08,13,11,0.33,11.05,0.88,5867.77625850256,366.73601615641,366.73601615641,5867.77625850256
"Bootstrap063","education",718,544.5,12.5,8,0.8,0.04,69.41,48.37,1.87,55.53,2.22,35101.7726890695,48.8882627981469,64.4660655446638,2808.14181512556
"Bootstrap063","factory/workplace",110,73,4,7,0.7,0.1,15.09,10.5,1,10.56,1.06,13654.8954872206,124.135413520187,187.053362838638,3413.72387180515
"Bootstrap063","hospital/clinic/care centre",29.5,25.5,1,2.5,0.92,0.03,11.25,10.75,0.29,10.35,0.31,4704.78431509418,159.484214070989,184.501345689968,4704.78431509418
"Bootstrap063","other",49,27,1,2,0.93,0.05,24.17,13.83,0.67,22.48,1.12,5065.43684340362,103.376262110278,187.608771977912,5065.43684340362
"Bootstrap064","commercial",26,22,1,5,0.85,0.02,13,9.8,0.17,11.05,0.22,9567.66594920427,367.987151892472,434.893906782012,9567.66594920427
"Bootstrap064","education",664,550.5,7,8,0.84,0.02,70.85,57.65,1.04,59.51,1.19,36080.7930953608,54.3385438183144,65.5418584838524,5154.39901362297
"Bootstrap064","factory/workplace",77,69.5,3,4,0.81,0.08,29.58,25.81,1.4,23.96,1.92,10672.090947006,138.598583727351,153.555265424547,3557.36364900201
"Bootstrap064","hospital/clinic/care centre",48.5,36,0.5,2.5,0.85,0.01,11.85,8.92,0.1,10.07,0.1,4642.87140711384,95.7293073631719,128.968650197607,9285.74281422768
"Bootstrap064","other",59,34.5,2.5,2,0.81,0.06,28.67,15.5,1.5,23.22,1.39,5194.2129363362,88.0375073955288,150.556896705397,2077.68517453448
"Bootstrap065","commercial",32.5,29.5,2,2,0.96,0.02,13,11.5,0.5,12.48,0.25,3963.46834804917,121.952872247667,134.354859255904,1981.73417402459
"Bootstrap065","education",458.5,374.5,8.5,6.5,0.82,0.02,45.48,37.93,0.95,37.29,0.75,21971.0296681225,47.9193667788932,58.667635962944,2584.82701977912
"Bootstrap065","factory/workplace",134.5,119.5,8.5,6,0.87,0.06,23.07,20.08,1.3,20.07,1.2,14538.2851682416,108.09133954083,121.659290110808,1710.38649038136
"Bootstrap065","hospital/clinic/care centre",43,36,0,2,0.86,0,14.5,12.5,0,12.47,0,3938.92617980433,91.6029344140542,109.414616105676,Inf
"Bootstrap065","other",75.5,23,2.5,1.5,0.67,0.06,24.57,13,1.5,16.46,0.99,3369.75280624436,44.6324874999252,146.510991575842,1347.90112249774
"Bootstrap066","commercial",66,49,2,2.5,0.79,0.01,13.11,10.33,0.39,10.36,0.1,4685.39696505112,70.9908631068351,95.620346225533,2342.69848252556
"Bootstrap066","education",620,534.5,6,7,0.84,0.03,77.01,66.12,1.03,64.69,1.94,33710.566997355,54.3718822537984,63.0693489192798,5618.42783289251
"Bootstrap066","factory/workplace",88,83,7.5,5.5,0.8,0.07,20.1,17.86,1.11,16.08,1.13,12238.6977452224,139.076110741163,147.454189701474,1631.82636602965
"Bootstrap066","hospital/clinic/care centre",54.5,45.5,1,2.5,0.88,0.02,9.33,8.5,0.35,8.21,0.16,4419.14928966415,81.0853080672321,97.1241602123989,4419.14928966415
"Bootstrap066","other",209,181,7.5,3.5,0.85,0.03,49.84,41.18,2.4,42.36,1.27,12813.0921234511,61.3066608777564,70.7905642179619,1708.41228312681
"Bootstrap067","commercial",35,30,2,3,0.92,0.08,13,12,1,11.96,0.96,6009.71482908151,171.706137973757,200.32382763605,3004.85741454075
"Bootstrap067","education",429,310.5,4.5,9.5,0.83,0.02,51.31,40.01,1.1,42.59,0.85,34662.9453390413,80.7994063847116,111.635894811727,7702.87674200917
"Bootstrap067","factory/workplace",105,99.5,6.5,5.5,0.91,0.1,19.82,18.67,1.62,18.04,1.8,12970.6288136919,123.529798225637,130.358078529567,1995.4813559526
"Bootstrap067","hospital/clinic/care centre",53,38,1.5,3,0.85,0.03,15.75,14.5,0.29,13.39,0.4,6124.00471430107,115.547258760398,161.158018797397,4082.66980953405
"Bootstrap067","other",138,110,2.5,2.5,0.83,0.04,36,30.33,0.65,29.88,1.2,7596.95459428421,55.0503956107552,69.0632235844019,3038.78183771368
"Bootstrap068","commercial",34,25.5,3.5,3,0.96,0.12,10.75,8.75,0.96,10.32,1.24,5816.52356579965,171.074222523519,228.098963364692,1661.86387594276
"Bootstrap068","education",604,469,9,9,0.83,0.04,60.4,46.9,1.12,50.13,2.01,36885.9502388054,61.0694540377572,78.648081532634,4098.43891542282
